LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,TOT_ENR,TOT_DAYSMISSED,DAYSMISSED_PER_100,TOT_EXPWE,TOT_EXPWOE,TOT_ISS,ISS_PER_100,TOT_MULTOOS,MULTOOS_PER_100,TOT_SINGOOS,SINGOOS_PER_100,SCH_SAL_TOTPERS_WOFED,SCH_SAL_TEACH_WOFED,SCH_SAL_AID_WOFED,SCH_SAL_SUP_WOFED,SCH_SAL_ADM_WOFED,SCH_NPE_WOFED,SPEND_PER_STUDENT_WOFED,SPEND_PER_STUDENT_TEACH_WOFED,SPEND_PER_STUDENT_AID_WOFED,SPEND_PER_STUDENT_SUP_WOFED,SPEND_PER_STUDENT_ADM_WOFED,SPEND_PER_STUDENT_NPE_WOFED
NE,NEBRASKA,3100034,ASHLAND-GREENWOOD PUBLIC SCHS,00035,ASHLAND-GREENWOOD HIGH SCHOOL,310003400035,244,33,13.52,0,0,9,3.69,2,0.82,7,2.87,1505519.94,1505519.94,89383.92,225550.02,174494.21,706766.98,6170.16,6170.16,366.33,924.39,715.14,2896.59
NE,NEBRASKA,3100085,ST PAUL PUBLIC SCHOOLS,01624,ST PAUL HIGH SCHOOL,310008501624,185,0,0,0,0,7,3.78,0,0,0,0,2612934,1385676,19400,120000,75000,96320,14123.97,7490.14,104.86,648.65,405.41,520.65
NE,NEBRASKA,3100088,NORRIS SCHOOL DIST 160,01318,NORRIS HIGH SCHOOL,310008801318,649,146,22.5,0,0,19,2.93,2,0.31,13,2,2926896,2596904,55370,67512,207110,418218,4509.86,4001.39,85.32,104.02,319.12,644.4
NE,NEBRASKA,3100095,CRETE PUBLIC SCHOOLS,00182,CRETE HIGH SCHOOL,310009500182,533,6,1.13,0,0,41,7.69,0,0,4,0.75,2700883.92,2163655.31,62598.75,169601.78,211170,517809.5,5067.32,4059.39,117.45,318.2,396.19,971.5
NE,NEBRASKA,3100112,LAKEVIEW COMMUNITY SCHOOLS,00483,LAKEVIEW HIGH SCHOOL,310011200483,318,38,11.95,0,0,35,11.01,2,0.63,4,1.26,1803703,1214867,38063,235064,315709,270818,5672.02,3820.34,119.69,739.19,992.8,851.63
NE,NEBRASKA,3100119,NEBRASKA UNIFIED DISTRICT 1,01679,VERDIGRE HIGH SCHOOL,310011901679,54,0,0,0,0,2,3.7,0,0,0,0,503062.08,503062.05,344872.78,39740.48,49245.39,67034.83,9315.96,9315.96,6386.53,735.93,911.95,1241.39
NE,NEBRASKA,3100119,NEBRASKA UNIFIED DISTRICT 1,02250,CLEARWATER/ORCHARD HIGH SCHOOL,310011902250,70,1,1.43,0,0,13,18.57,0,0,2,2.86,698107.99,698107.99,497724.54,22617.18,68803.4,120708.06,9972.97,9972.97,7110.35,323.1,982.91,1724.4
NE,NEBRASKA,3100122,SOUTH CENTRAL NEBRASKA UNIFIED 5,00762,SANDY CREEK HIGH SCHOOL,310012200762,143,0,0,0,0,0,0,0,0,0,0,946787,710188,16405,141599,95000,41813,6620.89,4966.35,114.72,990.2,664.34,292.4
NE,NEBRASKA,3100122,SOUTH CENTRAL NEBRASKA UNIFIED 5,00806,LAWRENCE/NELSON HIGH SCH,310012200806,123,0,0,0,0,0,0,0,0,0,0,393685,309894,13104,48489,22198,25947,3200.69,2519.46,106.54,394.22,180.47,210.95
NE,NEBRASKA,3100123,HIGH PLAINS COMMUNITY SCHOOLS,00815,HIGH PLAINS COMMUNITY HIGH SCH,310012300815,85,0,0,0,0,2,2.35,0,0,0,0,880748,673254,25956,55482,96152,519623,10361.74,7920.64,305.36,652.73,1131.2,6113.21
NE,NEBRASKA,3100130,CROSS COUNTY COMMUNITY SCHOOLS,01182,CROSS COUNTY HIGH SCHOOL,310013001182,127,13,10.24,0,0,7,5.51,2,1.57,4,3.15,3951745,1015012,32000,123770,57390,152686,31116.1,7992.22,251.97,974.57,451.89,1202.25
NE,NEBRASKA,3100134,WILCOX-HILDRETH PUBLIC SCHOOLS,01368,WILCOX-HILDRETH HIGH SCHOOL,310013401368,72,31,43.06,0,0,2,2.78,2,2.78,7,9.72,574162.6,574162.6,14374,108428.63,98000,56140.24,7974.48,7974.48,199.64,1505.95,1361.11,779.73
NE,NEBRASKA,3100170,GORDON-RUSHVILLE PUBLIC SCHS,01839,GORDON-RUSHVILLE HIGH SCHOOL,310017001839,192,69,35.94,0,0,29,15.1,6,3.12,15,7.81,2563330.07,1500984.61,94889.57,496621.56,158028.61,306014,13350.68,7817.63,494.22,2586.57,823.07,1593.82
NE,NEBRASKA,3100180,WEST BOYD SCHOOL DISTRICT,02023,WEST BOYD HIGH SCHOOL,310018002023,79,1,1.27,0,0,2,2.53,0,0,2,2.53,555502.15,411557.5,79314.75,38504.9,26125,31494,7031.67,5209.59,1003.98,487.4,330.7,398.66
NE,NEBRASKA,3102790,AINSWORTH COMMUNITY SCHOOLS,00006,AINSWORTH HIGH SCHOOL,310279000006,154,0,0,2,0,8,5.19,0,0,0,0,1970683,1514554,184960,86466,271168,885260,12796.64,9834.77,1201.04,561.47,1760.83,5748.44
NE,NEBRASKA,3102820,BOONE CENTRAL SCHOOLS,00008,BOONE CENTRAL HIGH SCHOOL,310282000008,189,5,2.65,2,0,9,4.76,0,0,2,1.06,1568844,1184940,56732,31458,91000,148932,8300.76,6269.52,300.17,166.44,481.48,788
NE,NEBRASKA,3102910,ALLIANCE PUBLIC SCHOOLS,00011,ALLIANCE HIGH SCHOOL,310291000011,474,113,23.84,0,0,52,10.97,22,4.64,18,3.8,1699373.9,1349930.49,41480.54,20865.86,287097.01,243399,3585.18,2847.95,87.51,44.02,605.69,513.5
NE,NEBRASKA,3103330,AUBURN PUBLIC SCHOOLS,00038,AUBURN HIGH SCHOOL,310333000038,243,0,0,0,0,0,0,0,0,0,0,1528866,1191359.33,59415.17,174641.45,103455,152259.72,6291.63,4902.71,244.51,718.69,425.74,626.58
NE,NEBRASKA,3103360,AURORA PUBLIC SCHOOLS,00044,AURORA HIGH SCHOOL,310336000044,398,3,0.75,0,0,2,0.5,0,0,4,1.01,2492639.35,1945242.69,26296.77,105285.48,415841.4,412148,6262.91,4887.54,66.07,264.54,1044.83,1035.55
NE,NEBRASKA,3103600,BEATRICE PUBLIC SCHOOLS,00058,BEATRICE HIGH SCHOOL,310360000058,655,338,51.6,7,0,58,8.85,28,4.27,34,5.19,3338771.99,2382906,523025.47,432840.52,293241,257024,5097.36,3638.02,798.51,660.83,447.7,392.4
NE,NEBRASKA,3103810,BELLEVUE PUBLIC SCHOOLS,01501,BELLEVUE EAST SR HIGH SCHOOL,310381001501,1486,631,42.46,13,0,184,12.38,21,1.41,70,4.71,7754800.75,5017047.42,322314.12,625253.77,564028.68,915511.83,5218.57,3376.21,216.9,420.76,379.56,616.09
NE,NEBRASKA,3103810,BELLEVUE PUBLIC SCHOOLS,01502,BELLEVUE WEST SR HIGH SCHOOL,310381001502,1690,706,41.78,4,0,0,0,48,2.84,87,5.15,7905727.79,5477243.99,295072.99,647260.92,533302.22,825392.1,4677.95,3240.97,174.6,382.99,315.56,488.4
NE,NEBRASKA,3104100,BLAIR COMMUNITY SCHOOLS,00086,BLAIR HIGH SCHOOL,310410000086,737,285,38.67,4,0,30,4.07,9,1.22,24,3.26,4050343.79,3177101.24,129028.98,347435.45,396778.12,901670.85,5495.72,4310.86,175.07,471.42,538.37,1223.43
NE,NEBRASKA,3104920,CENTRAL CITY PUBLIC SCHOOLS,00129,CENTRAL CITY HIGH SCHOOL,310492000129,198,7,3.54,0,0,13,6.57,2,1.01,2,1.01,7552392,5999357,168997,427309,597445,2274399,38143.39,30299.78,853.52,2158.13,3017.4,11486.86
NE,NEBRASKA,3104980,CHADRON PUBLIC SCHOOLS,00138,CHADRON SENIOR HIGH SCHOOL,310498000138,245,16,6.53,2,0,6,2.45,0,0,7,2.86,2115830,1317036,119663,471827,213756,431769,8636.04,5375.66,488.42,1925.82,872.47,1762.32
NE,NEBRASKA,3105280,CODY-KILGORE PUBLIC SCHS,00157,CODY-KILGORE HIGH SCHOOL,310528000157,64,0,0,0,0,0,0,0,0,0,0,970282,637360,36747,36835,30077,304171,15160.66,9958.75,574.17,575.55,469.95,4752.67
NE,NEBRASKA,3105340,COLUMBUS PUBLIC SCHOOLS,00168,COLUMBUS HIGH SCHOOL,310534000168,1180,597,50.59,2,0,87,7.37,14,1.19,39,3.31,6131024,5672443,366435,498519,458581,271190,5195.78,4807.16,310.54,422.47,388.63,229.82
NE,NEBRASKA,3105460,COZAD COMMUNITY SCHOOLS,00173,COZAD HIGH SCHOOL,310546000173,278,7,2.52,0,0,8,2.88,2,0.72,6,2.16,1624384.96,1299800.91,53718.04,278023.25,261878.88,281278.81,5843.11,4675.54,193.23,1000.08,942.01,1011.79
NE,NEBRASKA,3170110,ELKHORN PUBLIC SCHOOLS,00927,ELKHORN HIGH SCHOOL,317011000927,946,213,22.52,4,0,0,0,9,0.95,24,2.54,3698100.96,2891827.61,64587.51,319645.4,422040.44,138803.9,3909.2,3056.9,68.27,337.89,446.13,146.73
NE,NEBRASKA,3170110,ELKHORN PUBLIC SCHOOLS,02240,ELKHORN SOUTH HIGH SCHOOL,317011002240,1143,285,24.93,2,0,0,0,5,0.44,33,2.89,4118535.63,3229715.57,41041.72,378503.2,469275.14,198297.65,3603.27,2825.65,35.91,331.15,410.56,173.49
NE,NEBRASKA,3170530,FALLS CITY PUBLIC SCHOOLS,00959,FALLS CITY SENIOR HIGH,317053000959,258,9,3.49,0,0,8,3.1,2,0.78,5,1.94,1721349.5,1342630.5,73040,131722,173957,24500,6671.9,5203.99,283.1,510.55,674.25,94.96
NE,NEBRASKA,3170710,FREMONT PUBLIC SCHOOLS,00984,FREMONT SENIOR HIGH SCHOOL,317071000984,1345,351,26.1,4,0,8,0.59,14,1.04,23,1.71,4690243,3775746.83,34849,380441.9,499205.4,309392.95,3487.17,2807.25,25.91,282.86,371.16,230.03
NE,NEBRASKA,3171220,GRETNA PUBLIC SCHOOLS,01035,GRETNA HIGH SCHOOL,317122001035,994,93,9.36,2,0,36,3.62,2,0.2,2,0.2,4766206,3398336.3,99501,171247,396399,537997.99,4794.98,3418.85,100.1,172.28,398.79,541.25
NE,NEBRASKA,3171580,HASTINGS PUBLIC SCHOOLS,01051,HASTINGS SENIOR HIGH SCHOOL,317158001051,1031,461,44.71,2,0,252,24.44,24,2.33,69,6.69,4292577,3528470,46262,104389,583456,201659,4163.51,3422.38,44.87,101.25,565.91,195.6
NE,NEBRASKA,3171940,HOLDREGE PUBLIC SCHOOLS,01074,HOLDREGE HIGH SCHOOL,317194001074,374,3,0.8,0,0,0,0,0,0,2,0.53,1580926,1197130,7458,191066,185272,257996,4227.07,3200.88,19.94,510.87,495.38,689.83
NE,NEBRASKA,3172390,KEARNEY PUBLIC SCHOOLS,01105,KEARNEY HIGH SCHOOL,317239001105,1451,1053,72.57,0,0,0,0,33,2.27,37,2.55,6565819,5219698,319629,809313,525569,681982,4525.03,3597.31,220.28,557.76,362.21,470.01
NE,NEBRASKA,3172810,LEXINGTON PUBLIC SCHOOLS,01131,LEXINGTON HIGH SCHOOL,317281001131,827,250,30.23,5,0,208,25.15,49,5.93,7,0.85,4218559,3284167,40396,403596,328549,393600,5101.04,3971.18,48.85,488.02,397.28,475.94
NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,01032,NORTH STAR HIGH SCHOOL,317284001032,2116,692,32.7,24,0,51,2.41,33,1.56,75,3.54,8584787.87,6686991.39,23380.08,1094597.12,779819.28,261516.34,4057.08,3160.2,11.05,517.3,368.53,123.59
NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,01159,LINCOLN EAST HIGH SCHOOL,317284001159,1715,467,27.23,8,0,68,3.97,30,1.75,56,3.27,7551322.46,5765910.06,19807.92,985641.72,779962.76,220117.58,4403.1,3362.05,11.55,574.72,454.79,128.35
NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,01160,LINCOLN HIGH SCHOOL,317284001160,1739,830,47.73,23,0,151,8.68,41,2.36,87,5,8419318.24,6451081.49,1136.92,1112163.9,854935.93,246675.69,4841.47,3709.65,0.65,639.54,491.63,141.85
NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,01161,LINCOLN NORTHEAST HIGH SCHOOL,317284001161,1440,813,56.46,10,0,43,2.99,53,3.68,85,5.9,6970595,5041328.52,18611.36,1057490.91,853164.21,195710.51,4840.69,3500.92,12.92,734.37,592.48,135.91
NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,01808,BRYAN COMMUNITY SCHOOL,317284001808,136,196,144.12,4,0,17,12.5,26,19.12,21,15.44,1105830.54,679942.62,15678.83,238819.42,171389.67,30145.7,8131.11,4999.58,115.29,1756.03,1260.22,221.66
NE,NEBRASKA,3173230,MADISON PUBLIC SCHOOLS,01206,MADISON HIGH SCHOOL,317323001206,178,0,0,0,0,0,0,0,0,0,0,1164388,964434,18000,78954,103000,250000,6541.51,5418.17,101.12,443.56,578.65,1404.49
NE,NEBRASKA,3173470,MC COOK PUBLIC SCHOOLS,01222,MC COOK SENIOR HIGH SCHOOL,317347001222,458,0,0,0,0,0,0,0,0,0,0,2191942.65,1398173.08,77616.05,166433.05,242790.5,778341.43,4785.9,3052.78,169.47,363.39,530.11,1699.44
NE,NEBRASKA,3173740,MILLARD PUBLIC SCHOOLS,00242,MILLARD WEST HIGH SCHOOL,317374000242,2488,575,23.11,16,0,2,0.08,12,0.48,46,1.85,8684230.73,6907152.67,97786.47,624579.5,1054712.09,352948.58,3490.45,2776.19,39.3,251.04,423.92,141.86
NE,NEBRASKA,3173830,MINDEN PUBLIC SCHOOLS,01266,MINDEN HIGH SCHOOL,317383001266,220,37,16.82,0,0,5,2.27,2,0.91,0,0,1643319.97,1289312.7,55008.22,119453.47,163816.32,197009.94,7469.64,5860.51,250.04,542.97,744.62,895.5
NE,NEBRASKA,3174160,NEBRASKA CITY PUBLIC SCHOOLS,01286,NEBRASKA CITY HIGH SCHOOL,317416001286,435,82,18.85,0,0,44,10.11,10,2.3,24,5.52,2365215.1,1914339.47,165113.4,89660.23,196102,65331.27,5437.28,4400.78,379.57,206.12,450.81,150.19
NE,NEBRASKA,3174430,NORFOLK PUBLIC SCHOOLS,01311,NORFOLK SENIOR HIGH SCHOOL,317443001311,1255,893,71.16,4,2,192,15.3,29,2.31,49,3.9,6840545.08,5479207.5,291943.49,580262.4,489131.69,1122922.58,5450.63,4365.9,232.62,462.36,389.75,894.76
NE,NEBRASKA,3174640,OAKLAND CRAIG PUBLIC SCHOOLS,01336,OAKLAND CRAIG SENIOR HIGH,317464001336,128,19,14.84,0,0,0,0,0,0,0,0,610360,513886,54933,61987,88709,98334,4768.44,4014.73,429.16,484.27,693.04,768.23
NE,NEBRASKA,3174760,OGALLALA PUBLIC SCHOOLS,01341,OGALLALA HIGH SCHOOL,317476001341,267,44,16.48,0,0,10,3.75,0,0,2,0.75,1984615.88,1474877.61,55996.49,219340.34,203721.44,78425.79,7433.02,5523.89,209.72,821.5,763,293.73
NE,NEBRASKA,3174820,OMAHA PUBLIC SCHOOLS,01359,BRYAN HIGH SCHOOL,317482001359,1661,1135,68.33,15,0,0,0,62,3.73,100,6.02,6423511.37,4455706.98,288604.68,983708.82,695490.89,1555208.98,3867.26,2682.54,173.75,592.24,418.72,936.31
NE,NEBRASKA,3174820,OMAHA PUBLIC SCHOOLS,01360,BURKE HIGH SCHOOL,317482001360,2011,1186,58.98,8,0,14,0.7,56,2.78,86,4.28,8316332.37,5871865.45,350475.89,1355399.34,738591.69,2281313.83,4135.42,2919.87,174.28,673.99,367.28,1134.42
NE,NEBRASKA,3174820,OMAHA PUBLIC SCHOOLS,01363,CENTRAL HIGH SCHOOL,317482001363,2342,1726,73.7,18,0,0,0,88,3.76,137,5.85,9793657.52,7594318.26,274470.08,1175320.58,749548.6,4368178.89,4181.75,3242.66,117.19,501.84,320.05,1865.15
NE,NEBRASKA,3175270,PAPILLION-LA VISTA PUBLIC SCHS,01389,PAPILLION-LA VISTA SOUTH HS,317527001389,1688,354,20.97,2,0,78,4.62,8,0.47,30,1.78,8524915.98,6683283.81,294370.09,857003.75,690258.34,426615.45,5050.31,3959.29,174.39,507.7,408.92,252.73
NE,NEBRASKA,3175270,PAPILLION-LA VISTA PUBLIC SCHS,01478,PAPILLION-LA VISTA SENIOR HIGH,317527001478,1742,645,37.03,2,0,0,0,35,2.01,73,4.19,8413268.76,6419549.81,329337.01,988421.19,675960.75,439462.36,4829.66,3685.16,189.06,567.41,388.04,252.27
NE,NEBRASKA,3175630,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,01514,PLATTEVIEW SENIOR HIGH SCHOOL,317563001514,385,82,21.3,2,0,31,8.05,0,0,7,1.82,2376477,1784498,63109,101372,224032,128046,6172.67,4635.06,163.92,263.3,581.9,332.59
NE,NEBRASKA,3175660,PLATTSMOUTH COMMUNITY SCHOOLS,01523,PLATTSMOUTH HIGH SCHOOL,317566001523,527,95,18.03,4,0,19,3.61,2,0.38,7,1.33,3458857,3037079,71577,105572,297258,281775,6563.3,5762.96,135.82,200.33,564.06,534.68
NE,NEBRASKA,3175900,RALSTON PUBLIC SCHOOLS,01542,RALSTON HIGH SCHOOL,317590001542,1055,466,44.17,0,0,55,5.21,8,0.76,32,3.03,3968679,3058828,63937,770394,559022,194707.75,3761.78,2899.36,60.6,730.23,529.88,184.56
NE,NEBRASKA,3176450,SCHUYLER COMMUNITY SCHOOLS,01575,SCHUYLER CENTRAL HIGH SCHOOL,317645001575,489,4,0.82,0,0,0,0,0,0,0,0,2334280.8,1961070.7,60626.84,138250.23,174333.05,596275,4773.58,4010.37,123.98,282.72,356.51,1219.38
NE,NEBRASKA,3176470,SCOTTSBLUFF PUBLIC SCHOOLS,01582,SCOTTSBLUFF SENIOR HIGH SCHOOL,317647001582,940,299,31.81,13,0,82,8.72,4,0.43,22,2.34,4267808.56,3578286.47,255395.17,3833681.64,434126.92,276095.26,4540.22,3806.69,271.7,4078.38,461.84,293.72
NE,NEBRASKA,3176560,SEWARD PUBLIC SCHOOLS,01591,SEWARD HIGH SCHOOL,317656001591,493,30,6.09,0,0,4,0.81,0,0,7,1.42,3290174.85,2726028.83,155966.62,49579.34,181828.34,315921.31,6673.78,5529.47,316.36,100.57,368.82,640.81
NE,NEBRASKA,3176860,SO SIOUX CITY COMMUNITY SCHS,01616,SOUTH SIOUX SENIOR HIGH SCHOOL,317686001616,1208,320,26.49,0,0,150,12.42,38,3.15,2,0.17,5541743,4085638,196154.68,848585,411365,324250.23,4587.54,3382.15,162.38,702.47,340.53,268.42
NE,NEBRASKA,3177550,SYRACUSE-DUNBAR-AVOCA SCHOOLS,01654,HIGH SCHOOL AT SYRACUSE,317755001654,226,2,0.88,0,0,21,9.29,0,0,2,0.88,1616339.07,1616339.07,16825,62342,113020,110005,7151.94,7151.94,74.45,275.85,500.09,486.75
NE,NEBRASKA,3178020,VALENTINE COMMUNITY SCHOOLS,01674,VALENTINE HIGH SCHOOL,317802001674,188,1,0.53,2,0,11,5.85,0,0,2,1.06,1699279,1114476,3341,368544,212916,779556,9038.72,5928.06,17.77,1960.34,1132.53,4146.57
NE,NEBRASKA,3178210,WAHOO PUBLIC SCHOOLS,01682,WAHOO HIGH SCHOOL,317821001682,285,76,26.67,0,0,22,7.72,10,3.51,2,0.7,1758831.8,1289122.83,144343.43,142403.6,182961.94,275498.57,6171.34,4523.24,506.47,499.66,641.97,966.66
NE,NEBRASKA,3178540,WEEPING WATER PUBLIC SCHOOLS,01705,WEEPING WATER HIGH SCHOOL,317854001705,93,8,8.6,0,0,7,7.53,5,5.38,2,2.15,1776533,708041,12515,140000,325087,62291,19102.51,7613.34,134.57,1505.38,3495.56,669.8
NE,NEBRASKA,3178660,WESTSIDE COMMUNITY SCHOOLS,01724,WESTSIDE HIGH SCHOOL,317866001724,1925,531,27.58,0,0,201,10.44,27,1.4,68,3.53,9652502.67,7090067.25,625801.19,1625582.33,311051.9,4502388.84,5014.29,3683.15,325.09,844.46,161.59,2338.9
NE,NEBRASKA,3178810,WINNEBAGO PUBLIC SCHOOLS,01738,WINNEBAGO HIGH SCHOOL,317881001738,166,46,27.71,4,0,15,9.04,4,2.41,23,13.86,720932.96,503932.96,100000,130000,150000,50000,4342.97,3035.74,602.41,783.13,903.61,301.2
NE,NEBRASKA,3178990,WYNOT PUBLIC SCHOOLS,01746,WYNOT HIGH SCHOOL,317899001746,46,0,0,0,0,0,0,0,0,0,0,342653.07,302598.91,40054.16,34108.36,5896917,485048,7448.98,6578.24,870.74,741.49,128193.85,10544.52
NE,NEBRASKA,3179050,YORK PUBLIC SCHOOLS,01917,YORK HIGH SCHOOL,317905001917,436,24,5.5,0,0,6,1.38,2,0.46,6,1.38,2235711,1705664,195291,143831,190925,2107135,5127.78,3912.07,447.92,329.89,437.9,4832.88
NV,NEVADA,3200060,CLARK COUNTY SCHOOL DISTRICT,00013,Boulder City High School,320006000013,605,3,0.5,4,0,12,1.98,0,0,2,0.33,2951062.36,1831001.08,36567.32,600061.26,483432.7,560251.41,4877.79,3026.45,60.44,991.84,799.06,926.04
NV,NEVADA,3200060,CLARK COUNTY SCHOOL DISTRICT,00686,Indian Springs High School,320006000686,66,21,31.82,0,0,4,6.06,4,6.06,8,12.12,1347004.71,492390.22,30634.85,385805.61,438174.03,223383.94,20409.16,7460.46,464.16,5845.54,6639,3384.61
NV,NEVADA,3200090,DOUGLAS COUNTY SCHOOL DISTRICT,00832,ASPIRE Academy High School,320009000832,76,19,25,2,0,16,21.05,2,2.63,12,15.79,349013.46,223877.5,28655.97,39402,57077.99,88842.27,4592.28,2945.76,377.05,518.45,751.03,1168.98
NV,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,00449,West Wendover High School,320012000449,321,127,39.56,0,0,245,76.32,26,8.1,6,1.87,1030708.37,640192.5,176813.37,117954.5,95748,27875.36,3210.93,1994.37,550.82,367.46,298.28,86.84
NV,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,00568,Carlin High School,320012000568,98,3,3.06,0,0,4,4.08,2,2.04,0,0,867510,568965,10241,108232.5,180071.5,18185.84,8852.14,5805.77,104.5,1104.41,1837.46,185.57
NV,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,00579,Jackpot High School,320012000579,50,16,32,0,0,14,28,14,28,2,4,291332.25,198947.5,14085.06,61504.25,25545.25,12938.77,5826.65,3978.95,281.7,1230.09,510.9,258.78
NV,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,00610,Owyhee High School (all NV & Idaho only),320012000610,71,56,78.87,0,0,0,0,0,0,4,5.63,340353.25,230720,12654.69,54679,54954.25,10271.15,4793.71,3249.58,178.24,770.13,774,144.66
NV,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,00622,Wells High School,320012000622,107,30,28.04,0,0,16,14.95,0,0,9,8.41,475554.28,352491.6,15338.91,67814.75,39909,18185.84,4444.43,3294.31,143.35,633.78,372.98,169.96
NV,NEVADA,3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,00154,Mc Dermitt High School,320021000154,55,0,0,0,0,0,0,0,0,0,0,428613.26,315196.52,16757.67,44224.33,52434.74,62956.72,7792.97,5730.85,304.68,804.08,953.36,1144.67
NV,NEVADA,3200240,LANDER COUNTY SCHOOL DISTRICT,00163,Battle Mountain High School,320024000163,290,7,2.41,0,0,2,0.69,0,0,4,1.38,1913758.94,1389163.69,27283.92,199131.65,176934.54,368403.83,6599.17,4790.22,94.08,686.66,610.12,1270.36
NV,NEVADA,3200270,LINCOLN COUNTY SCHOOL DISTRICT,00168,Lincoln County High School,320027000168,187,11,5.88,0,0,0,0,0,0,4,2.14,1061033.65,795240.08,56902.14,107331.62,101559.81,157458.55,5673.98,4252.62,304.29,573.97,543.1,842.02
NV,NEVADA,3200270,LINCOLN COUNTY SCHOOL DISTRICT,00171,Pahranagat Valley High School,320027000171,113,0,0,0,0,0,0,0,0,0,0,724913.59,528664.1,55528.08,92359.4,48362.12,132870.93,6415.16,4678.44,491.4,817.34,427.98,1175.85
NV,NEVADA,3200270,LINCOLN COUNTY SCHOOL DISTRICT,00840,Lincoln Co Alternative,320027000840,29,0,0,0,0,0,0,0,0,0,0,227009.88,64959.4,72337.36,32078.12,57635,63508.96,7827.93,2239.98,2494.39,1106.14,1987.41,2189.96
NV,NEVADA,3200300,LYON COUNTY SCHOOL DISTRICT,00310,Dayton High School,320030000310,677,224,33.09,0,0,147,21.71,14,2.07,28,4.14,2034544.89,1678682.92,83110.76,201779.49,340971.72,563824.25,3005.24,2479.59,122.76,298.05,503.65,832.83
NV,NEVADA,3200330,MINERAL COUNTY SCHOOL DISTRICT,00183,Mineral County High School,320033000183,128,68,53.12,0,0,0,0,14,10.94,20,15.62,1186103,814581.14,64881.16,207019.66,99621.1,295000,9266.43,6363.92,506.88,1617.34,778.29,2304.69
NV,NEVADA,3200360,NYE COUNTY SCHOOL DISTRICT,00187,Beatty High School,320036000187,122,28,22.95,0,0,0,0,4,3.28,4,3.28,688415.1,522872.41,14282.38,63167.43,88092.88,90170.53,5642.75,4285.84,117.07,517.77,722.07,739.1
NV,NEVADA,3200360,NYE COUNTY SCHOOL DISTRICT,00190,Gabbs High School,320036000190,11,0,0,0,0,0,0,0,0,0,0,138930.93,108581.04,2794.87,7539.64,20015.38,40921.13,12630.08,9871,254.08,685.42,1819.58,3720.1
NV,NEVADA,3200420,PERSHING COUNTY SCHOOL DISTRICT,00198,Pershing County High School (and alternative ed),320042000198,206,57,27.67,0,0,2,0.97,11,5.34,2,0.97,1210003.34,1081483.74,74751.6,53768,86459,418759.62,5873.8,5249.92,362.87,261.01,419.7,2032.81
NH,NEW HAMPSHIRE,3300003,John Stark Regional School District,00500,John Stark Regional High School,330000300500,699,145,20.74,0,0,26,3.72,4,0.57,4,0.57,4583247.71,3138907.81,428356.51,624406.1,391577.29,5287250.75,6556.86,4490.57,612.81,893.28,560.2,7564.02
NH,NEW HAMPSHIRE,3300017,Exeter Region Coop School District,00106,Exeter High School,330001700106,1736,467,26.9,0,0,7,0.4,10,0.58,32,1.84,12172051.55,8888978.42,948725.43,1244310.13,1090037.57,12945294.74,7011.55,5120.38,546.5,716.77,627.9,7456.97
NH,NEW HAMPSHIRE,3300035,Gorham Randolph Shelburne Coop School District,00142,Gorham High School,330003500142,137,8,5.84,0,0,0,0,0,0,2,1.46,1077534.06,627269,102979.61,160523.2,72089.56,339175.1,7865.21,4578.61,751.68,1171.7,526.2,2475.73
NH,NEW HAMPSHIRE,3300049,Prospect Mountain School District,00619,Prospect Mountain High School,330004900619,550,143,26,0,0,46,8.36,7,1.27,5,0.91,3388977.67,2226055.15,18284.92,418233.53,726404.07,1268501.02,6161.78,4047.37,33.25,760.42,1320.73,2306.37
NH,NEW HAMPSHIRE,3300616,Milton School District,00544,Nute High School,330061600544,158,30,18.99,0,2,13,8.23,2,1.27,2,1.27,981770.83,616036.62,127778.9,138975.11,98980.2,913476.57,6213.74,3898.97,808.73,879.59,626.46,5781.5
NH,NEW HAMPSHIRE,3301740,Bedford School District,00680,Bedford High School,330174000680,1488,284,19.09,0,0,56,3.76,0,0,22,1.48,6660818,4943923,75524,624101,1017269,594042,4476.36,3322.53,50.76,419.42,683.65,399.22
NH,NEW HAMPSHIRE,3301860,Berlin School District,00027,Berlin Senior High School,330186000027,442,88,19.91,0,0,0,0,2,0.45,28,6.33,2897590,2088724,60826,388727,313840,240560,6555.63,4725.62,137.62,879.47,710.05,544.25
